id;Severity;age_classes;day_week;DEFORMED_classes;m_harm_classes;hour;impact1_classes;lgt_cond;make;man_coll;month;p_crash1;pcrash4;pcrash5;rel_road;reljct1;reljct2;rest_use;sex;speed_classes;typ_int;valign;vnum_lan;vsurcond;vtrafway;weather_classes
7381;1;8;3;2;4;9;2;1;8.0;1;7;1;2;3;4;0;1;2.0;1.0;6;1;2;3;2;2;1
7382;0;7;3;4;2;6;13;2;2.0;1;7;1;2;2;1;0;1;2.0;1.0;6;1;2;3;2;2;1
7383;1;8;2;4;1;15;13;1;2.0;4;7;1;2;2;1;0;2;2.0;2.0;6;2;2;5;2;2;1
7387;1;10;7;3;3;13;13;1;7.0;1;7;1;2;3;4;0;1;2.0;1.0;6;1;2;3;2;2;1
7392;0;8;6;4;1;14;13;1;7.0;4;7;1;2;2;1;0;2;2.0;1.0;6;4;2;5;2;5;1
7394;1;7;1;4;1;13;13;1;4.0;2;7;1;2;2;1;0;3;2.0;1.0;6;1;2;3;2;2;1
7395;0;9;1;4;1;14;13;1;8.0;4;7;8;2;2;1;0;1;2.0;1.0;6;1;4;3;2;2;1
7397;0;7;1;4;1;17;18;1;7.0;4;8;1;2;2;1;0;8;2.0;2.0;6;1;2;3;2;2;1
7398;1;9;6;2;1;10;13;1;7.0;2;8;1;2;2;1;1;12;2.0;1.0;6;1;2;4;2;4;1
7401;1;11;2;4;5;13;1;1;7.0;1;8;1;2;2;1;0;8;2.0;1.0;6;1;2;3;2;2;1
7405;0;8;7;2;2;18;1;1;7.0;1;8;1;2;2;1;0;1;2.0;1.0;6;1;2;3;3;2;1
7408;1;7;4;4;1;13;1;1;7.0;1;5;1;2;2;1;0;2;2.0;1.0;6;2;2;5;2;5;1
7409;1;9;5;4;5;21;1;1;7.0;1;7;8;2;3;4;0;1;2.0;1.0;6;1;4;3;2;2;1
7410;0;7;1;4;1;20;13;1;2.0;3;8;1;2;2;1;0;2;2.0;1.0;6;3;2;3;2;2;1
7411;1;8;3;4;1;17;13;1;2.0;3;8;1;2;2;1;0;8;2.0;1.0;6;1;2;3;2;2;1
7412;1;7;6;3;5;17;1;1;7.0;1;8;1;2;3;4;0;1;2.0;1.0;6;1;2;3;2;2;1
7413;0;7;7;4;1;3;2;2;4.0;1;8;8;2;3;4;0;1;2.0;1.0;6;1;4;3;2;2;1
7416;0;3;5;4;1;18;13;1;2.0;4;8;1;2;2;1;0;8;2.0;1.0;6;1;2;3;2;2;1
7418;1;8;7;4;1;22;12;2;2.0;6;8;8;2;2;1;0;1;2.0;1.0;6;1;3;3;2;2;1
7420;1;5;1;4;5;3;12;2;2.0;1;8;8;2;3;4;0;1;2.0;1.0;6;1;4;3;2;2;1
7423;0;8;1;4;1;19;13;1;7.0;3;8;1;2;2;1;0;8;2.0;1.0;6;1;2;3;2;2;1
7427;0;10;1;4;1;12;13;1;7.0;2;8;1;2;2;1;0;3;2.0;1.0;6;3;2;3;2;2;1
7429;0;8;7;4;5;13;1;1;7.0;1;9;8;2;2;1;1;12;1.0;1.0;6;1;3;4;3;3;1
7430;0;9;1;4;1;9;4;1;10.0;4;9;8;2;2;1;0;2;2.0;1.0;6;2;4;5;2;2;1
7431;1;1;7;4;1;17;13;1;8.0;4;9;7;2;2;1;0;8;2.0;1.0;6;1;2;3;2;2;1
7432;1;9;7;4;1;14;13;1;7.0;2;9;1;2;2;1;0;1;2.0;1.0;6;1;2;3;2;2;1
7433;1;11;1;4;1;12;7;1;7.0;2;9;1;2;2;1;0;1;2.0;1.0;6;1;2;5;2;3;1
7435;0;9;3;4;1;7;10;4;7.0;6;9;8;2;2;1;0;1;2.0;1.0;6;1;3;3;2;2;1
7436;1;9;4;4;1;22;13;2;4.0;3;6;1;2;2;1;0;8;2.0;1.0;6;1;2;5;2;2;1
7437;0;7;2;4;1;16;13;1;7.0;2;7;1;2;2;1;0;1;2.0;1.0;6;1;2;4;2;2;1
7439;0;8;3;4;4;20;13;2;3.0;1;9;1;2;3;4;0;1;2.0;1.0;6;1;2;3;2;2;1
7444;1;3;3;4;1;22;13;2;4.0;4;8;1;2;2;1;0;2;2.0;1.0;6;3;2;7;2;5;1
7451;0;9;2;4;1;19;13;2;2.0;1;10;1;2;2;1;0;1;2.0;1.0;6;1;2;3;2;2;1
7452;0;7;7;4;5;13;1;1;8.0;1;10;8;2;3;4;0;1;2.0;1.0;6;1;4;3;2;2;1
7457;0;8;7;4;1;16;10;1;2.0;1;11;8;2;3;6;0;1;2.0;1.0;6;1;4;3;2;2;1
7467;1;5;4;3;1;16;13;1;2.0;2;5;1;2;2;1;0;1;3.0;1.0;5;1;2;4;2;4;1
7470;0;4;1;3;5;18;1;1;2.0;1;6;1;3;2;1;0;1;3.0;2.0;4;1;2;3;2;2;1
7474;1;10;1;3;3;12;6;1;10.0;5;6;1;2;2;1;0;1;3.0;1.0;2;1;2;3;2;3;1
7481;1;5;6;3;1;10;12;1;10.0;1;7;1;2;2;1;0;1;3.0;2.0;4;1;2;3;2;2;1
7486;0;10;5;3;1;13;13;1;4.0;2;7;5;2;2;1;0;8;3.0;1.0;2;1;2;3;2;2;1
7488;0;7;2;3;1;12;2;1;7.0;1;8;1;2;2;1;0;1;3.0;1.0;4;1;2;3;2;2;1
7491;1;10;2;4;1;17;13;1;7.0;3;8;8;2;2;1;0;1;3.0;2.0;5;1;3;3;2;2;1
7494;1;3;5;4;4;6;13;1;10.0;1;8;8;3;3;4;0;1;2.0;1.0;4;1;3;3;2;2;1
7497;0;7;6;4;1;14;13;1;10.0;2;9;1;2;2;1;0;3;2.0;1.0;4;2;2;3;2;3;1
7499;1;10;7;3;4;15;13;1;2.0;1;9;8;2;3;4;0;1;2.0;2.0;4;1;4;3;2;2;1
7504;1;8;6;4;1;20;18;2;7.0;4;9;8;2;2;1;0;2;2.0;1.0;2;3;5;3;2;3;1
7510;1;10;5;2;5;8;1;1;10.0;1;8;1;3;2;1;1;12;2.0;1.0;3;1;2;3;2;4;1
7513;1;14;7;4;4;14;3;1;7.0;1;1;1;2;3;6;0;1;1.0;1.0;4;1;2;3;2;2;1
7514;1;9;7;4;1;18;13;3;7.0;4;2;1;2;2;1;0;2;1.0;1.0;4;3;2;4;2;3;1
7515;1;10;7;4;1;15;13;1;8.0;4;3;1;2;2;1;0;1;1.0;1.0;2;1;2;4;2;3;1
7516;0;7;1;4;1;18;13;1;7.0;3;3;8;2;2;1;0;1;1.0;1.0;5;1;5;3;2;2;1
7517;0;3;1;4;1;20;12;2;4.0;4;3;1;2;2;1;0;2;1.0;1.0;5;2;2;3;2;3;1
7518;1;3;1;4;1;20;13;2;4.0;4;3;1;2;2;1;0;2;1.0;1.0;6;2;2;3;2;3;1
7524;1;7;7;4;4;20;13;2;7.0;1;4;1;2;3;6;0;1;1.0;1.0;3;1;2;3;2;2;1
7525;0;3;3;4;1;7;13;1;2.0;3;4;1;2;2;1;0;2;1.0;1.0;2;3;2;3;2;2;1
7528;1;11;6;4;1;12;13;1;7.0;1;4;1;2;3;6;0;1;1.0;1.0;2;1;2;3;2;3;1
7531;1;11;5;4;1;11;13;1;7.0;3;4;8;2;2;1;0;1;1.0;1.0;3;1;5;3;2;2;1
7533;1;4;6;4;1;18;13;1;7.0;4;5;1;2;2;1;0;2;1.0;1.0;5;3;2;3;2;2;1
7534;0;4;7;4;1;18;13;1;8.0;3;4;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
7540;0;6;7;4;1;21;13;3;7.0;2;5;1;2;2;1;0;1;1.0;1.0;3;1;2;3;2;3;1
7542;0;4;2;4;4;16;13;1;2.0;1;5;8;2;3;6;0;2;3.0;1.0;4;3;2;3;2;2;1
7544;0;3;6;4;1;21;13;3;3.0;1;6;1;2;3;6;0;1;1.0;1.0;6;1;2;3;2;2;1
7547;1;12;2;4;1;11;2;1;1.0;4;6;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;3;1
7551;0;7;1;4;1;18;13;1;3.0;3;7;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
7559;0;7;1;4;2;20;13;2;8.0;1;8;1;2;2;1;0;1;1.0;1.0;5;1;2;3;2;3;1
7574;0;9;4;4;1;18;10;2;10.0;4;10;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;3;1
7579;0;8;7;4;1;12;13;1;7.0;3;12;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
7580;0;6;4;4;1;16;13;1;2.0;4;2;7;2;2;1;0;2;1.0;1.0;5;2;2;3;2;2;1
7581;0;9;5;4;5;18;1;2;7.0;1;2;8;2;2;1;0;1;1.0;1.0;4;1;4;3;2;2;1
7582;0;7;6;4;5;21;13;2;7.0;1;3;1;2;3;4;0;1;3.0;1.0;3;1;2;3;3;2;1
7585;0;6;5;4;1;17;1;1;7.0;1;3;8;3;2;1;1;5;1.0;1.0;3;1;3;3;2;7;1
7587;0;6;1;4;5;4;13;2;2.0;1;4;1;3;3;4;0;1;1.0;1.0;6;1;2;5;2;4;1
7589;0;5;7;4;1;1;13;3;4.0;1;4;8;2;3;2;1;5;1.0;1.0;4;1;3;3;2;7;1
7591;0;9;7;4;1;12;13;1;7.0;4;4;7;2;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
7598;0;7;1;4;1;16;7;1;7.0;2;5;7;2;2;1;0;1;2.0;1.0;5;1;4;6;2;4;1
7601;1;7;1;4;5;15;15;1;7.0;1;6;1;2;3;4;0;1;1.0;1.0;4;1;2;3;2;2;1
7604;1;3;6;4;1;18;13;1;4.0;4;6;1;2;2;1;0;2;3.0;1.0;3;2;2;5;2;5;1
7611;1;7;5;4;5;19;15;1;7.0;1;7;8;2;3;4;0;1;2.0;1.0;4;1;4;3;2;2;1
7613;1;3;6;4;1;18;13;1;8.0;4;7;1;2;2;1;0;2;1.0;1.0;5;2;2;3;2;2;1
7614;1;10;6;4;1;18;13;1;7.0;4;7;8;3;2;1;0;1;2.0;1.0;4;1;3;3;2;2;1
7617;1;8;7;3;5;23;13;3;7.0;1;7;1;2;3;8;0;1;1.0;1.0;4;1;2;3;2;3;1
7618;1;4;3;4;3;16;13;1;4.0;1;7;1;2;3;4;0;3;1.0;1.0;4;1;2;5;2;5;1
7620;0;4;7;4;5;22;1;2;8.0;1;7;8;2;2;1;0;1;1.0;1.0;5;1;4;3;2;2;1
7621;1;9;3;4;1;5;13;2;8.0;1;7;1;3;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
7622;0;9;4;4;5;17;13;1;7.0;1;8;1;2;3;4;0;1;1.0;1.0;5;1;2;3;2;2;1
7624;1;10;6;4;1;11;13;1;7.0;3;8;1;2;2;1;0;2;1.0;1.0;2;2;2;3;2;5;1
7626;1;8;4;4;5;20;1;1;7.0;1;7;7;2;3;3;0;1;1.0;1.0;6;1;3;3;2;4;1
7628;1;10;4;4;5;17;1;1;7.0;1;8;7;2;3;3;0;1;1.0;1.0;5;1;3;3;2;3;1
7630;0;10;4;4;1;17;1;1;7.0;1;8;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
7632;1;11;1;2;1;19;13;1;2.0;1;8;8;2;3;5;0;1;1.0;1.0;4;1;4;3;2;2;1
7634;0;8;5;4;1;13;1;1;2.0;1;9;7;3;2;1;0;1;1.0;1.0;5;1;2;3;2;2;1
7636;1;4;1;4;4;18;13;1;7.0;1;7;1;2;3;4;0;1;1.0;1.0;4;1;2;3;2;2;1
7640;0;4;5;4;5;21;1;2;8.0;1;9;1;2;2;1;1;12;1.0;1.0;5;1;2;3;2;3;1
7641;0;8;2;4;5;14;1;1;10.0;1;9;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
7642;1;4;2;4;5;8;1;1;8.0;1;9;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;5;1
7643;1;9;7;4;1;10;1;1;10.0;1;8;1;2;2;1;0;3;1.0;1.0;3;1;2;5;2;2;1
7644;0;11;5;4;5;15;1;1;7.0;1;9;8;3;3;3;0;1;3.0;1.0;5;1;4;3;2;3;1
7646;0;4;2;4;1;11;1;1;8.0;1;9;8;3;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
7648;1;7;1;4;1;13;13;1;7.0;2;10;1;2;2;1;1;12;1.0;1.0;4;1;2;4;2;4;1
7649;0;7;2;4;5;12;1;1;2.0;1;10;8;2;2;1;0;1;1.0;2.0;4;1;4;3;2;2;1
7650;1;5;7;4;5;18;1;1;7.0;1;10;8;2;3;3;0;1;2.0;1.0;5;1;3;3;2;3;1
7652;0;4;7;4;1;14;1;1;8.0;1;10;1;3;2;1;0;1;1.0;1.0;5;1;2;3;2;2;1
7653;0;11;2;4;5;19;1;2;7.0;1;10;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
7655;0;10;1;4;1;13;1;1;2.0;1;10;8;2;2;1;0;1;1.0;1.0;5;1;3;3;2;2;1
7657;1;4;5;4;5;19;1;2;2.0;1;10;1;2;3;4;0;1;1.0;1.0;5;1;2;3;2;2;1
7658;0;2;1;4;5;2;13;2;10.0;1;11;8;2;2;1;0;1;1.0;1.0;5;1;3;3;2;4;1
7659;0;7;7;4;1;12;13;1;7.0;3;11;1;2;2;1;0;3;1.0;1.0;4;2;2;4;2;2;1
7661;1;7;7;4;1;23;13;3;7.0;1;11;1;2;2;1;0;1;1.0;1.0;4;1;2;5;2;5;1
7662;1;4;5;4;1;17;13;2;8.0;4;11;1;2;2;1;0;2;1.0;1.0;5;2;2;3;2;2;1
7664;1;8;6;4;5;17;15;2;7.0;1;12;8;2;3;4;0;1;2.0;1.0;6;1;4;3;2;2;1
7668;0;9;6;4;5;13;12;1;7.0;1;6;8;3;3;4;0;1;3.0;2.0;5;1;4;3;2;3;1
7682;0;9;7;4;1;18;13;1;2.0;6;8;1;2;2;1;0;1;1.0;1.0;5;1;2;3;2;2;1
7713;0;6;5;3;1;17;13;1;2.0;4;1;1;3;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
7715;0;8;6;3;5;16;13;1;10.0;1;2;8;3;3;4;0;1;1.0;1.0;4;1;3;3;2;2;1
7716;0;4;1;4;1;16;13;1;7.0;4;2;1;3;2;1;0;2;1.0;1.0;5;3;2;4;2;3;1
7719;0;3;7;4;5;19;1;3;2.0;1;3;1;2;2;1;0;2;1.0;1.0;4;2;2;4;2;3;1
7720;1;3;4;2;1;18;1;1;8.0;1;3;1;2;2;1;0;2;1.0;1.0;4;2;2;5;2;3;1
7722;1;9;4;3;1;11;13;1;10.0;4;3;1;2;2;1;0;2;1.0;1.0;4;3;2;4;2;3;1
7723;1;4;2;4;1;17;13;5;4.0;4;1;1;3;2;1;0;2;1.0;1.0;4;2;2;5;2;2;1
7724;1;10;4;3;1;22;15;3;4.0;1;4;1;2;3;4;0;1;1.0;1.0;4;1;2;3;2;2;1
7725;1;7;6;3;1;13;2;1;8.0;5;5;8;2;2;1;1;12;1.0;1.0;5;1;3;5;2;4;1
7726;1;8;7;4;1;8;13;1;7.0;4;5;1;3;2;1;0;2;1.0;1.0;4;2;2;5;2;4;1
7729;0;7;6;4;5;19;4;3;4.0;1;6;1;3;3;3;0;1;1.0;1.0;6;1;2;5;2;3;1
7730;0;9;3;3;5;17;12;1;8.0;1;6;1;2;3;5;0;1;1.0;1.0;5;1;2;3;2;2;1
7731;1;9;2;3;5;17;13;1;7.0;1;6;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
7734;0;6;4;4;1;11;13;1;2.0;4;7;1;3;2;1;0;2;1.0;1.0;4;2;2;3;2;2;1
7735;0;6;5;4;5;24;1;2;7.0;1;7;8;2;3;4;0;1;1.0;1.0;3;1;4;3;2;2;1
7738;1;10;7;4;5;17;13;1;7.0;1;7;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
7740;1;3;3;4;1;17;1;1;4.0;1;8;1;3;2;1;0;2;1.0;1.0;4;2;2;5;2;2;1
7741;0;3;7;4;1;19;13;5;4.0;4;9;1;2;2;1;0;8;1.0;1.0;5;1;2;3;2;2;1
7743;1;4;5;4;1;19;1;2;8.0;1;9;7;3;2;1;0;1;1.0;1.0;4;1;2;5;2;5;1
7746;1;3;4;4;1;16;13;1;2.0;4;10;1;3;2;1;0;2;1.0;1.0;4;2;2;5;2;5;1
7748;1;5;2;4;1;20;13;3;7.0;3;10;1;2;2;1;0;2;2.0;1.0;4;2;2;5;2;3;1
7759;1;7;1;4;1;19;13;5;7.0;1;7;1;2;4;4;0;2;3.0;1.0;3;3;2;3;2;2;1
7765;1;7;5;4;1;19;13;2;2.0;4;10;1;3;2;1;0;8;3.0;1.0;4;1;2;3;2;2;1
7810;0;7;7;4;1;17;10;1;3.0;1;5;5;2;3;4;0;1;2.0;1.0;2;1;2;3;2;2;1
7825;1;3;2;3;1;10;13;1;8.0;4;8;1;3;2;1;0;4;1.0;1.0;4;1;2;5;2;2;1
7870;1;4;1;4;1;18;10;1;7.0;4;3;4;2;2;1;0;3;3.0;1.0;3;2;2;3;2;2;1
7934;1;4;3;4;1;17;13;1;4.0;4;4;1;2;2;1;0;2;1.0;1.0;3;3;2;3;2;2;1
7951;1;6;2;4;1;21;13;2;4.0;4;6;1;2;2;1;0;8;1.0;1.0;3;1;2;3;2;2;1
7955;1;7;1;4;1;12;10;1;7.0;4;6;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;2;1
7964;1;4;5;4;1;10;13;1;2.0;4;5;1;2;2;1;0;2;1.0;1.0;6;3;2;3;2;2;1
8008;1;6;7;4;1;16;13;1;4.0;4;7;1;2;2;1;0;1;1.0;1.0;3;1;2;5;2;2;1
8030;0;6;5;4;1;2;13;3;10.0;1;8;8;2;3;4;0;1;1.0;1.0;4;1;3;3;2;2;1
8038;1;7;4;4;1;3;13;2;2.0;1;8;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;3;1
8044;1;5;6;4;1;20;13;3;7.0;4;8;1;2;2;1;0;2;1.0;1.0;3;2;2;5;2;2;1
8051;1;8;6;4;5;12;13;1;7.0;1;9;1;2;3;4;0;1;1.0;2.0;4;1;2;3;2;2;1
8079;1;6;6;4;1;16;13;1;4.0;4;9;1;2;2;1;0;8;1.0;1.0;3;1;2;3;2;2;1
8088;1;7;4;4;1;11;8;1;8.0;1;11;1;2;2;1;0;1;2.0;1.0;3;1;2;3;2;2;1
8107;1;7;6;4;1;17;13;5;2.0;4;1;1;2;2;1;0;2;1.0;1.0;4;2;2;4;2;3;1
8109;1;4;7;4;1;15;13;1;4.0;1;1;8;2;3;4;0;1;1.0;1.0;5;1;3;3;2;2;1
8110;1;3;1;4;1;11;13;1;4.0;4;1;1;2;2;1;0;7;1.0;1.0;4;1;2;5;2;3;1
8111;0;3;7;4;5;18;1;1;2.0;1;2;1;2;3;4;0;1;1.0;1.0;6;1;2;3;2;2;1
8113;0;8;1;4;2;16;13;1;10.0;1;2;8;2;3;4;0;1;1.0;1.0;4;1;3;3;2;2;1
8114;1;9;7;4;1;16;10;1;7.0;5;2;2;2;2;1;0;1;1.0;1.0;3;1;2;6;2;4;1
8115;0;6;7;4;1;15;13;1;10.0;4;2;1;2;2;1;0;7;1.0;1.0;7;1;2;5;2;3;1
8117;1;5;1;4;1;12;13;1;4.0;4;2;1;2;2;1;0;8;1.0;1.0;3;1;2;3;2;2;1
8118;0;3;7;4;1;14;13;1;2.0;4;2;1;2;2;1;0;2;1.0;1.0;3;3;5;3;2;3;1
8119;1;4;3;4;1;18;13;1;4.0;1;3;1;2;3;4;0;1;1.0;1.0;5;1;2;3;2;2;1
8121;1;6;5;4;5;11;13;1;8.0;1;3;8;2;3;4;0;1;1.0;1.0;6;1;4;3;2;2;1
8122;1;4;7;4;1;1;13;2;4.0;4;4;7;2;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
8123;1;11;6;4;5;10;1;1;10.0;1;4;8;2;3;4;0;1;1.0;1.0;4;1;3;3;2;2;1
8124;1;10;2;4;5;21;4;2;8.0;1;4;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
8125;0;5;7;4;1;21;13;2;4.0;4;4;1;2;2;1;0;2;1.0;1.0;4;3;2;3;2;2;1
8126;0;11;1;4;1;10;13;1;10.0;4;4;8;2;2;1;0;2;1.0;1.0;3;3;2;3;2;2;1
8129;0;9;1;4;1;20;13;5;7.0;4;4;1;2;2;1;0;4;1.0;2.0;4;1;2;3;2;2;1
8130;1;7;7;3;5;14;1;1;8.0;1;4;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
8132;1;10;3;4;1;11;13;1;10.0;4;4;1;2;2;1;0;2;1.0;1.0;4;3;2;5;2;4;1
8133;1;10;2;4;5;20;1;2;7.0;1;5;1;2;3;3;0;1;1.0;1.0;5;1;2;3;2;3;1
8134;1;8;5;4;1;15;13;1;2.0;3;5;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
8136;0;4;6;4;1;21;4;2;8.0;3;5;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8137;0;6;3;4;4;13;13;1;2.0;1;5;8;2;3;4;0;1;1.0;1.0;7;1;3;3;2;2;1
8138;1;3;3;4;1;11;13;1;2.0;4;5;1;2;2;1;0;2;1.0;1.0;3;3;2;3;2;2;1
8141;0;5;6;4;1;18;13;1;7.0;1;5;1;2;3;4;0;1;1.0;1.0;5;1;2;3;2;2;1
8144;0;7;3;4;1;17;13;1;2.0;4;5;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;2;1
8146;1;8;6;4;1;14;13;1;2.0;3;5;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8149;0;5;1;4;1;15;13;1;2.0;4;5;1;2;2;1;0;2;1.0;1.0;4;2;2;5;2;2;1
8151;0;3;7;4;1;21;13;2;10.0;3;5;8;2;2;1;0;1;1.0;1.0;4;1;3;4;2;2;1
8153;1;10;5;4;5;4;1;2;7.0;1;6;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
8154;0;5;6;4;1;12;13;1;4.0;3;6;1;2;2;1;0;2;1.0;1.0;5;2;2;7;2;4;1
8155;0;4;1;3;1;24;13;2;4.0;3;6;8;2;2;1;0;1;1.0;1.0;4;1;4;3;2;2;1
8158;0;6;1;4;1;23;13;2;10.0;2;6;6;2;2;1;0;1;1.0;1.0;7;1;2;3;2;4;1
8159;1;7;3;4;5;1;13;3;7.0;1;6;8;2;3;4;0;2;1.0;1.0;3;4;2;3;2;2;1
8160;1;11;2;4;4;12;13;1;10.0;1;6;8;2;3;4;0;1;1.0;1.0;4;1;3;3;2;2;1
8165;1;5;4;4;1;6;13;4;4.0;4;6;1;2;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
8166;1;7;7;4;1;22;13;2;11.0;3;6;1;2;2;1;0;8;1.0;1.0;4;1;2;3;2;2;1
8170;0;4;6;4;5;21;13;2;4.0;1;6;8;2;3;4;0;1;1.0;1.0;7;1;4;3;2;2;1
8171;0;4;6;4;1;3;13;2;7.0;2;6;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;3;1
8172;1;4;5;4;1;15;13;1;8.0;3;6;8;2;2;1;0;1;1.0;1.0;6;1;3;3;2;2;1
8173;1;9;7;3;1;15;13;1;2.0;4;3;1;2;2;1;0;8;1.0;1.0;3;1;2;3;2;2;1
8174;1;10;1;4;1;13;13;1;7.0;2;4;1;2;2;1;0;1;1.0;1.0;3;1;2;3;2;2;1
8175;1;6;3;4;1;13;13;1;2.0;1;4;1;2;4;5;0;1;1.0;1.0;3;1;2;3;3;2;1
8176;0;3;5;4;1;16;13;1;10.0;4;6;1;2;2;1;0;2;1.0;1.0;6;3;2;3;2;2;1
8177;1;8;7;3;5;18;1;1;7.0;1;6;1;3;2;1;0;1;1.0;1.0;3;1;2;5;2;2;1
8178;1;6;4;4;1;14;13;1;1.0;4;7;1;2;2;1;0;4;1.0;2.0;4;1;2;3;2;2;1
8179;0;12;4;4;1;10;10;1;7.0;6;7;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
8180;0;4;1;4;4;5;13;2;2.0;1;7;1;2;3;4;0;2;1.0;1.0;7;3;2;3;2;2;1
8181;0;8;3;4;1;7;13;1;7.0;3;7;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
8183;1;5;6;4;1;16;10;1;8.0;6;7;1;2;2;1;0;1;1.0;1.0;6;1;2;5;2;2;1
8184;0;10;7;4;1;14;13;1;7.0;2;7;1;2;2;1;0;1;1.0;1.0;5;1;2;5;2;4;1
8185;0;6;7;4;1;14;10;1;7.0;2;7;1;2;2;1;0;1;1.0;2.0;5;1;2;5;2;4;1
8186;0;9;7;4;1;14;13;1;7.0;2;7;1;2;2;1;0;1;1.0;1.0;5;1;2;5;2;4;1
8188;0;6;7;3;1;14;13;1;7.0;2;7;1;2;2;1;0;1;1.0;1.0;5;1;2;5;2;4;1
8189;0;7;7;4;1;12;13;1;10.0;4;7;1;2;2;1;0;3;1.0;1.0;4;3;2;3;2;2;1
8191;1;4;3;4;1;11;13;1;10.0;4;7;1;2;2;1;0;3;1.0;1.0;3;1;2;5;2;2;1
8192;1;8;6;4;1;20;13;3;7.0;4;7;1;2;2;1;0;4;1.0;1.0;4;1;2;5;3;2;1
8195;0;4;7;3;2;3;13;2;10.0;1;7;8;2;3;4;0;1;1.0;1.0;5;1;4;3;2;2;1
8196;0;8;4;3;1;18;13;1;1.0;1;7;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8197;1;9;5;4;1;18;13;1;8.0;2;7;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8199;1;7;6;4;5;21;13;2;2.0;1;7;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
8200;1;9;1;4;5;18;4;1;7.0;1;7;8;2;3;4;0;1;1.0;1.0;4;1;4;3;2;2;1
8210;1;8;3;4;1;7;13;1;2.0;4;5;1;2;2;1;1;2;1.0;1.0;4;2;2;3;2;3;1
8211;1;7;6;4;1;15;12;1;7.0;6;6;8;2;2;1;0;1;1.0;1.0;3;1;4;3;2;2;1
8212;1;6;7;4;4;16;13;1;4.0;1;7;8;2;3;3;0;1;1.0;1.0;6;1;4;3;2;2;1
8214;0;5;7;4;5;11;1;1;8.0;1;8;8;2;2;1;0;8;1.0;1.0;4;1;3;3;2;2;1
8216;1;8;3;4;1;18;13;1;7.0;4;8;1;2;2;1;0;2;1.0;1.0;4;2;2;3;2;3;1
8217;0;8;4;4;1;6;13;4;2.0;3;8;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8218;0;8;6;4;1;5;13;2;7.0;3;8;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8219;0;8;2;4;1;20;13;2;8.0;3;8;8;2;2;1;0;1;3.0;1.0;5;1;3;3;2;2;1
8220;1;8;6;4;5;13;1;1;2.0;1;8;8;2;2;1;0;1;1.0;1.0;4;1;3;3;2;2;1
8221;0;3;6;4;4;9;7;2;10.0;1;8;8;2;3;4;0;1;1.0;1.0;5;1;4;3;2;2;1
8223;0;9;1;4;1;21;13;2;7.0;4;8;1;2;2;1;0;2;1.0;1.0;4;3;2;5;3;2;3
8224;1;9;7;4;1;18;13;1;7.0;3;8;8;2;2;1;0;1;2.0;1.0;4;1;3;3;2;2;1
8225;1;5;5;4;1;18;11;1;8.0;6;8;8;2;2;1;0;1;1.0;1.0;6;1;3;3;2;2;1
8226;0;8;7;4;1;7;4;1;3.0;4;9;1;2;2;1;0;1;1.0;1.0;4;1;2;3;2;2;1
8227;0;6;5;4;1;20;13;3;2.0;3;9;8;2;2;1;0;1;3.0;1.0;4;1;3;3;3;2;1
8229;0;3;7;4;1;19;13;5;2.0;3;9;3;2;2;1;0;2;1.0;1.0;5;3;2;3;2;2;1
